Latitude,Longitude,OBJECTID,PARK_ID,FACILITYID,Name,Address,Washroom,Picnic Table,Zip Line,Baby Swing,Water Play,Water Fountain,Fenced area,Accessibility,Base,Parking,Note
45.44911,-75.6499016,449,692,31793,Hemlock Park,361 Meadow Park Place,TBD,TBD,TBD,Yes,TBD,TBD,Yes,TBD,TBD,TBD,
45.4720403,-75.4990606,1220,955,32051,Mayfair Park,361 Roxdale Avenue,TBD,TBD,TBD,Yes,TBD,TBD,Yes,TBD,TBD,TBD,
45.3617345,-75.6380793,295,160,31217,Greenboro Park and Community Centre,363 Lorry Greenberg Drive,Yes - Permanent,Yes - Covered,No,Yes,Splash Pad and wading pool,Yes,No,None,Sand,Yes,Washrooms and water fountain in the adjacent community centre
45.4275383,-75.491958,1603,744,51517,Notre-Dame-des-Champs Park,3659 Navan Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.401449,-75.7302198,423,793,31891,Parkdale Park,366 Parkdale Avenue,Yes - Seasonal,Yes - Covered,No,Yes,Wading Pool,No,Yes,None,Sand,TBD,Washrooms are open when the farmer's market is open
45.2471419,-75.9195944,540,1712,36245,Coyote Run Park,367 West Ridge Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4229536,-75.6488389,721,839,31950,Presland Park,368 Presland Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2959628,-75.8713739,181,33,32616,Appaloosa Park,37 Appaloosa Drive,TBD,TBD,TBD,TBD,TBD,TBD,No,TBD,TBD,TBD,
45.332211,-75.7660353,1718,231,31288,Charing Park,37 Chartwell Avenue,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.3561811,-75.9259901,222,2085,34652,Juanita Snelgrove Park,374 Kinghorn Crescent,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2844568,-75.6846946,1325,1663,34657,Mountain Meadows Park,3740 Mountain Meadows Crescent,No,Yes - Covered,No,Yes,Splash Pad,No,No,Accessible swing,Sand,Yes,
45.3451345,-75.6399186,380,16,31019,Emerald Woods Park,3795 Alderwood Street,No,Yes - Not Covered,No,Yes,Splash Pad,Yes,No,None,Multiple,Yes,
45.2802215,-75.8612591,1487,507,31637,Huntsman Park,38 A Huntsman Crescent,No,No,No,Yes,None,No,Yes,TBD,Sand,Yes,
45.3123063,-75.8874846,140,235,31294,Cattail Creek Park,38 Chimo Drive,No,No,No,Yes,None,No,No,None,Sand,No,Washrooms at Katimavik pool ~250m away
45.3387089,-75.6930491,952,1648,32502,Uplands Riverside Park,3860 Riverside Drive,No,Yes - Covered,No,Yes,None,No,No,None,Sand,No,
45.365003,-75.7894081,1242,2460,57193,Inspiration Park,38A Winthrop Private,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.4060949,-75.6716506,518,249,31303,Brantwood Park,39 Onslow Crescent,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.327612,-75.7547639,869,996,32101,Sherry Lane Park,39 Sherry Lane,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3403926,-75.6401733,440,47,31067,Baden Park,3900 Autumnwood Street,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3413726,-75.6341314,240,10,53869,Aladdin Park,3939 Albion Road,No,Yes - Covered,No,Yes,None,No,No,None,Sand,No,
45.4364649,-75.652983,1691,611,31736,Kiwanis Park,395 Levis Avenue,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.2702888,-75.6815276,138,2622,52253,Serenade Park,395 Serenade Crescent,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3508771,-75.7132446,689,1141,32251,Raoul Wallenberg Park,397 Viewmount Drive,TBD,TBD,TBD,Yes,TBD,TBD,Yes,TBD,TBD,TBD,
45.4522636,-75.6348213,624,2601,49273,Alliance Park,398 Codd's Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3978706,-75.7238873,1561,890,32005,Reid Park,40 Reid Avenue,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4336422,-75.6822066,510,245,31323,Jules Morin Park,400 Clarence Street East,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3167311,-75.9229244,710,438,31568,Jim Malone Park,400 Goldridge Drive,TBD,TBD,TBD,TBD,TBD,TBD,Yes,TBD,TBD,TBD,
45.4297943,-75.6695831,1205,921,32024,Riverain Park,400 North River Road,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.3213686,-75.9304439,1619,2109,36256,Keyrock Park,401 Brunskill Way,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.437519,-75.5662107,48,82,31110,Isaiah Scharfe Park,41 Bearbrook Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3406635,-75.9302469,169,2113,35295,Richcraft Recreation Complex - Kanata,4101 Innovation Drive,TBD,TBD,TBD,TBD,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.3835897,-75.7535514,385,338,31422,Westboro Kiwanis Park,411 Dovercourt Avenue,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.321931,-75.9214788,1017,201,31247,Whalen Park,4111 Kanata Avenue,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2519028,-75.7143549,965,2509,52837,Orchard Park,415 Kilspindie Ridge,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.279782,-75.6854908,420,2119,36209,Spratt Park,4191 Spratt Road,No,No,No,Yes,None,No,No,None,Sand,Yes,
45.4981202,-75.4699711,1569,2518,49029,Millstone Park,420 de la Famille-Laporte Avenue,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.271924,-75.722038,317,2126,34630,Water Dragon Park,424 Chapman Mills Drive,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.2680766,-75.7769834,759,2130,35023,Fosterbrook Park,428 Fosterbrook Way,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.1927881,-75.8467508,1230,2372,36201,Richmond Oaks Park,43 Rochelle Drive,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.4424237,-75.6693514,1073,1032,32153,Optimiste Park,43 Ste. Cécile Street,Yes - Seasonal,Yes - Not Covered,No,Yes,Wading Pool,Yes - Seasonal,No,Accessible swing,Mulch,No,Bathroom and water fountain at Genest Pool
45.4282227,-75.6191583,,,,Biley A. Blax Park,4303 Halmont Dr. ,Yes - Seasonal,Yes - Covered,No,Yes,Splash Pad,Yes,No,None,Sand,Yes,"The parking is close to city park drive, but the playground is off of Palmerston drive "
45.2772444,-75.6870068,422,1002,32119,Joan O'Malley Park,4310 Shoreline Drive,Yes - Permanent,No,No,No,None,Yes,No,None,Sand,Yes,
45.2866722,-75.9142548,918,2467,35787,Brigatine Park,434 Brigatine Avenue,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.4091485,-75.7026158,1121,812,31930,McNabb Park,435 Bronson Avenue,Yes - Permanent,Yes - Covered,No,Yes,Wading Pool,No,Yes,TBD,Sand,Yes,
45.312366,-75.5965029,352,2562,52385,Anishà Park,4355 Kelly Farm Drive,No,Yes - Covered,TBD,Yes,Splash Pad,No,TBD,TBD,TBD,No,
45.275052,-75.6908867,212,1001,32115,Four Seasons Park,4386 Spratt Road,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.2673091,-75.7612976,1489,1087,32209,Houlahan Park and West Houlahan Park,44 Tartan Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2771137,-75.7937359,1425,389,31520,Lytle Park (Nepean),4401 O’Keefe Court,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4080985,-75.6374885,1113,288,31353,Coronation Park,442 Coronation Avenue,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.3766495,-75.610134,1646,215,31264,Ghosh Park,45 Cellini Court,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.303049,-75.8977815,572,803,31910,Stonegate Park,45 McIntosh Way,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.4490026,-75.6278966,1075,854,31972,Thornecliffe Park,45 Provender Avenue,No,Yes - Covered,No,Yes,Splash Pad,No,No,Accessible swing,Sand,No,"Splash pad is pretty small, main base is sand but there's mulch under the swings"
45.4530529,-75.4786825,42,1679,35122,Aquaview Pond,450 Aquaview Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3984326,-75.6835457,157,52,35119,Lansdowne Park,450 Queen Elizabeth Driveway,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.2428665,-75.9148748,1675,2409,35227,Traditions Park,459 West Ridge Drive,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.2906885,-75.8959902,1547,562,31686,Kincardine Park,46 Kincardine Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4296534,-75.6479294,1681,335,31416,St. Paul's Park,469 Donald Street,No,Yes - Covered,No,No,Wading Pool,No,No,None,Sand,No,Partial fence
45.2910232,-75.8851498,1440,902,32612,Rickey Place Park,47 Rickey Place,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2264666,-75.6957271,805,2367,34635,Millers Point Park,474 Lockmaster Crescent,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3058815,-75.8859616,718,825,32512,Hewitt Park,474 Pickford Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3425037,-75.7989737,1224,739,31979,Nanaimo Park,48 Nanaimo Drive,No,Yes - Not Covered,Yes,Yes,None,No,No,None,Sand,Yes,
45.345633,-75.5181366,1658,364,31464,Ludger Landry Park,4825 Piperville Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3408906,-75.6702511,761,2152,34624,Wisteria Park,485 Wisteria Crescent,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.2821256,-75.8912566,1520,2597,52707,Lee Boltwood Park,4879 Abbott Street East,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.490524,-75.501015,1058,590,31720,Wincanton Park,489 Lawler Crescent,TBD,TBD,TBD,TBD,TBD,TBD,Yes,TBD,TBD,TBD,
45.4407109,-75.605713,549,34,31047,Fairfield Park,49 Appleford Street,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.2805451,-75.711685,1229,1689,32774,Oldfield Park,49 Oldfield Street,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3966049,-75.6493046,1377,111,31151,Billings Park,495 Billings Avenue,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4625628,-75.4965158,289,1327,32355,Yves Richer Park,499 des Épinettes Avenue,No,No,No,Yes,None,No,No,TBD,Sand,Yes,2 parks; one for younger children and one for older. Baseball diamond
45.2879245,-75.8843333,462,729,31830,Dog Bone Park,5 Morton Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3476895,-75.7530921,1572,796,31899,Ryan Farm Park,5 Parkglen Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.437622,-75.5544957,1089,883,31998,Richard Dagg Park,5 Red Maple Crescent,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.2653755,-75.7148263,232,963,32057,Davidson Park,5 Ryerson Avenue,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.352963,-75.9245979,1268,1278,32325,Shirley's Brook Park,5 Shirley's Brook Drive,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.3270656,-75.7828465,629,101,53659,Trend-Arlington Park,50 Bellman Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2470511,-75.7448505,651,2628,53759,Dowitcher Park,50 Dowitcher Grove,No,Yes - Covered,TBD,Yes,None,No,No,TBD,Mulch,Yes,
45.3476846,-75.9314708,1104,1583,32420,Morgan's Grant Woods Park,50 Flamborough Way,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2575673,-75.7229298,112,1635,34659,Golflinks Park,50 Golflinks Drive,TBD,TBD,TBD,Yes,TBD,TBD,No,TBD,TBD,TBD,
45.3086978,-75.881809,1459,542,31665,Pickford Park,50 Pickford Drive,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.3138662,-75.6145204,504,2498,52509,Creekview Park,505 Creekview Way,TBD,TBD,TBD,Yes,TBD,TBD,No,TBD,TBD,TBD,
45.2849823,-75.6730795,785,2161,58865,Nimiq Park,5058 North Bluff Drive,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.4087057,-75.7285738,1518,76,31099,Laroche Park,51 Stonehurst Avenue,TBD,Yes - Covered,No,Yes,Splash Pad,TBD,TBD,TBD,Mulch,TBD,Sand pit is separate from play structure
45.4485453,-75.6116641,376,312,31375,Quarry Park,51 Twilight Crescent,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4129443,-75.7010926,897,1011,56661,Dundonald Park,516 Somerset Street West,No,Yes - Not Covered,No,Yes,None,No,Yes,TBD,Multiple,TBD,"Currently under construction, they are adding a splash pad (2025-06-25)"
45.2627623,-75.7271937,587,1634,32447,W.C. Levesque Fields,52 Riverstone Drive,TBD,TBD,TBD,Yes,TBD,TBD,No,TBD,TBD,TBD,
45.2181545,-75.6759831,1585,2520,35559,Major W. Ross Chamberlain Park,520 Bridgeport Avenue,No,Yes - Covered,No,Yes,None,No,No,Accessible swing,Multiple,Yes,
45.4331551,-75.5129276,487,2516,53095,Tulip Tree Park,520 Tulip Tree Way,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4472333,-75.4766288,627,2169,36234,Allegro Park,523 Allegro Way,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4364202,-75.6485304,1114,291,31359,St-Laurent Complex / Don Gamble Community Centre,525 Côté Street,Yes - Permanent,Yes - Not Covered,No,Yes,Wading Pool,Yes - Permanent,No,TBD,TBD,Yes,Washrooms and water fountain inside St-Laurent Complex
45.2886877,-75.9174838,1408,2171,36206,Rosehill Park,528 Rosehill Avenue,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.3151247,-75.7311962,599,49,31071,Grenfell Glen Park,53 Avonlea Road,Yes - Seasonal,Yes - Covered,No,Yes,None,No,No,None,Sand,No,"Baseball field, tennis court, rink in winter time with a hut. Portapotties may not be permanent. Nearby walking trails connect to park."
45.294104,-75.8538609,1001,1672,32542,Brian Parsons Park,53 Black Tern Crescent,TBD,TBD,TBD,TBD,TBD,TBD,No,TBD,TBD,TBD,
45.4513391,-75.4897027,1321,2434,35329,Ouellette Park,530 Strasbourg Street,No,Yes - Covered,No,Yes,Splash Pad,Yes,No,Accessible swing,Multiple,Yes,
45.233981,-75.6960485,930,691,31792,George McLean Park,5348 McLean Crescent,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.383005,-75.7655617,1258,1163,32271,McKellar Park,539 Wavell Avenue,Yes - Seasonal,TBD,TBD,Yes,Wading Pool,TBD,No,TBD,Multiple,Yes,"Large field for soccer, etc. Tennis courts. Baseball diamond. Basketball court. Access to bathrooms and water fountain when the fieldhouse is open."
45.4399568,-75.5208942,43,2632,53325,August Park,544 Ponthieu Circle,No,Yes - Not Covered,No,Yes,None,No,No,None,Mulch,No,
45.2340911,-75.6811571,1248,772,31876,White Horse Park,5484 Old Mill Way,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3177353,-75.8943291,294,1621,32440,Ed Hollyer Park,55 Bellrock Drive,No,No,No,Yes,None,No,No,None,Sand,No,One small covered gazebo for anyone bringing their own table/chairs.
45.283302,-75.7323695,93,1659,32785,Gospel Oak Park,55 Gospel Oak Drive,TBD,TBD,TBD,TBD,TBD,TBD,Yes,TBD,TBD,TBD,
45.435783,-75.5092878,160,2559,52903,Patrick Dugas Park,550 Compass Street,No,Yes - Covered,No,Yes,Splash Pad,TBD,Yes,None,Mulch,No,Tennis court
45.4822937,-75.494484,1680,1329,32361,Princess Louise Park,550 Princess Louise Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2202207,-75.6949383,849,975,32455,Ivy and Gordon Scharf Park,5535 Pettapiece Crescent,TBD,TBD,TBD,Yes,TBD,TBD,No,TBD,TBD,TBD,
45.2274185,-75.678537,1039,1126,32242,Chris Bracken Park,5545 South River Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.1396877,-75.6049592,404,533,52233,Joella Park,5565 Joella Crescent,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.35521,-75.9344057,828,2379,34640,Weatherston Street Park,557 Weatherston Street,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.2207042,-75.6882289,1335,330,31413,Centennial Park,5572 Doctor Leach Drive,Yes - Permanent,Yes - Covered,No,Yes,None,Yes,No,TBD,Sand,Yes,"Washrooms and fountain are inside arena. When arena is open, access washroom though main doors. When arena is closed, there is a separate entrance to the washroom located by the parking lot."
45.287996,-75.8448378,1227,1069,32192,Stonemeadow Park,56 Stonemeadow Drive,No,No,No,No,None,No,No,None,Sand,No,Saucer swing
45.3308675,-75.9076842,574,1129,32244,Varley Park,56 Varley Drive,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.3694148,-75.737535,885,1587,32424,Madison Park,56 Whitestone Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2863565,-75.7000276,929,1638,32766,Blair Park,56 Winding Way,TBD,TBD,TBD,Yes,TBD,TBD,No,TBD,TBD,TBD,
45.4417649,-75.4942249,1050,2649,54789,Hunsdeep Rangar Park,560 Décoeur Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2430416,-75.9089918,1135,2540,52335,Howard A. Maguire Park,560 Parade Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.267778,-75.69548,417,2499,35613,Summerhill Park,560 Summerhill Street,Yes - Seasonal,Yes - Covered,No,Yes,Splash Pad,No,No,Accessible swing,Mulch,No,
45.230017,-75.6406314,398,976,32084,Harold Barnhart Park,5650 Scobie Crescent,No,No,Yes,Yes,None,No,No,TBD,TBD,Yes,
45.1475195,-75.6013364,888,653,31766,Osgoode Community Centre,5660 Osgoode Main Street,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.1484991,-75.599704,693,823,31935,Osgoode Village Park,5701 Philip Street,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3564105,-75.3510575,808,943,32046,Alcide Trudeau Park (Vars),5715 Rockdale Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3705195,-75.7867735,1553,157,31209,Byron Linear Tramway Park,579 Byron Avenue,TBD,TBD,TBD,Yes,TBD,TBD,Yes,TBD,TBD,TBD,
45.3442164,-75.738183,1127,393,31524,Bob Mitchell Park,58 Fieldrow Street,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4406961,-75.5325815,794,1323,32339,Longleaf Park,5831 Gladewoods Place,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2854954,-75.8591682,1594,126,32794,Bluegrass Park,59 Bluegrass Drive,No,Yes - Covered,No,Yes,Splash Pad,No,No,None,Sand,No,Park is far away from road. Structure is not toddler friendly
45.3354416,-75.8023159,6,767,31870,Okanagan Park,59 Okanagan Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2758561,-75.8819197,485,2633,53007,Rouncey Park,590 Rouncey Road,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.3801594,-75.7498619,856,994,32095,David Shentow Park,590 Tillbury Avenue,No,Yes - Covered,No,Yes,None,No,No,Accessible swing,Mulch,No,"Basketball court, large field for soccer"
45.360029,-75.6937164,1533,1704,32800,Moffatt Farm Veterans Park,591 Kochar Drive,TBD,TBD,TBD,Yes,TBD,TBD,Yes,TBD,TBD,TBD,
45.344391,-75.7889926,1141,618,31749,Lisa Park,6 Lisa Avenue,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3508315,-75.8032599,1398,1187,32656,Winfield Park,6 Winfield Avenue,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3298355,-75.7603869,1330,569,31696,Manordale Park,60 Knoxdale Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4755469,-75.4884057,182,32,31043,Apollo Crater Park,600 Apollo Way,No,Yes - Not Covered,No,Yes,None,No,No,None,Sand,No,"The majority of the park is occupied by pets and their owners, however there is a play area at the far east corner"
45.2829509,-75.7422694,1614,628,32649,Ken Ross Park,600 Longfields Drive,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.2586009,-75.9201315,1618,1522,32390,Village Square Park,6000 Abbott ST E,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.4368262,-75.5286404,954,1651,32553,Blue Willow Park,6011 Longleaf Drive,TBD,Yes - Covered,No,Yes,Splash Pad,TBD,No,None,Sand,Yes,
45.3652465,-75.4640761,393,365,31467,Harkness Park,6020 Piperville Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.456875,-75.5449398,192,406,31535,Forest Glen Park,6091 Forestglen Crescent,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4129333,-75.679929,887,641,31762,Montgomery Memorial Park / Old Town Hall Community Centre,61 Main Street,Yes - Permanent,Yes - Not Covered,No,Yes,Splash Pad,TBD,Yes,TBD,Sand,TBD,No shade
45.4431642,-75.5294199,517,1004,32126,Silverbirch Park,6105 Silverbirch Street,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.435167,-75.5250212,1587,1509,32385,Ruisseau Park,6116 Creek Crossing Street,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2603377,-75.7541195,799,2651,52439,Albion Falls Park,612 Albion Falls Drive,TBD,TBD,TBD,No,TBD,TBD,Yes,TBD,TBD,TBD,
45.476675,-75.5541551,1707,1148,32256,Voyageur Park,6137 / 6138 Voyageur Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4743086,-75.446883,698,1725,34996,Pine Vista Park,616 Pine Vista Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3464233,-75.8235982,1301,498,31629,Lakeview Park,62 A Horner Drive,No,Yes - Not Covered,No,Yes,None,No,No,None,Sand,No,Full basketball court. Excellent ice rink and pond rink in winter
