Latitude,Longitude,OBJECTID,PARK_ID,FACILITYID,Name,Address,Washroom,Picnic Table,Zip Line,Baby Swing,Water Play,Water Fountain,Fenced area,Accessibility,Base,Parking,Note
45.3748691,-75.6011578,198,1568,32415,Forestglade Park,62 Forestglade Crescent,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3091508,-75.9030932,907,688,31789,McGibbon Park,62 McGibbon Drive,No,No,No,No,None,No,No,None,Sand,Yes,
45.4504464,-75.5300982,947,701,31815,Roy Park,6210 Meadowglen Drive,No,Yes - Covered,Yes,Yes,Splash Pad,TBD,TBD,None,Sand,Yes,
45.4759472,-75.5518392,22,779,31885,Hiawatha Park,6218 Voyageur Drive,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.455542,-75.6045437,1119,587,31716,La Verendrye Park,625 La Verendrye Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4572669,-75.5304687,1562,501,31632,Louis Perrault Park,6250 Beauséjour Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3767398,-75.9552283,764,903,32012,March Central Community Centre and Park,630 Cameron Harvey Drive,TBD,TBD,TBD,TBD,TBD,TBD,Yes,TBD,TBD,TBD,
45.2701251,-75.8982406,293,2640,53223,Putney Woodland Park,631 Putney Crescent,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.454196,-75.5231869,129,1147,32255,Cathedral Park,6347 Viseneau Drive,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.272784,-75.7849357,413,2503,52567,Havencrest Woods Park,636 Barry Helman Crescent,TBD,TBD,TBD,No,TBD,TBD,No,TBD,TBD,TBD,
45.436406,-75.5702517,508,216,31268,Joshua Bradley Park,64 Centrepark Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4020713,-75.6820395,1041,51,31073,Sylvia Holden Park,641 O'Connor Street,Yes - Seasonal,Yes - Not Covered,No,Yes,Wading Pool,Yes - Seasonal,No,TBD,Sand,TBD,"Basketball court. There is a decent sized field that is sometimes used by local soccer camps. Most of the park is in the full sun, all day."
45.3923153,-75.7409511,674,798,31906,Hampton Park,645 Parkview Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2449923,-75.6048495,792,2365,35397,Fern Park,6462 Deer Valley Crescent,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.1352725,-75.727921,1300,329,31411,Edward Craig Park,6480 Doctor Blair Crescent,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.249425,-75.5989005,595,1331,32368,Greely West Park,6485 Greely West Drive,No,Yes - Covered,No,Yes,None,No,No,Accessible swing,Mulch,Yes,
45.2446398,-75.5945838,513,853,31970,Josie Anselmo Memorial Park,6499 Princiotta Street,No,Yes - Covered,No,Yes,None,No,No,Accessible swing,Mulch,No,
45.2673828,-75.9505667,926,1629,32520,Ladybirds Park,65 Sirocco Crescent,TBD,TBD,TBD,TBD,TBD,TBD,No,TBD,TBD,TBD,
45.2891842,-75.8555321,1416,137,31190,Deevy Pines Park,65 Stonehaven Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4442835,-75.490894,1035,2612,53381,Don Boudria Park,655 Décoeur Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4573905,-75.5104854,1297,321,31392,Delorme Park,6591 Delorme Avenue,No,No,No,Yes,Splash Pad,No,No,None,Sand,No,
45.2715565,-75.9413496,101,1669,36249,Echowoods Park,66 Lloydalex Crescent,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.288771,-75.6648429,127,2493,49007,Boothfield Park,660 Boothfield Street,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.2729665,-75.6991157,1282,925,32029,Claudette Cain Park,660 River Road,TBD,Yes - Not Covered,No,Yes,Splash Pad,TBD,No,None,Sand,Yes,
45.478079,-75.5317329,311,107,31144,Bilberry Park,6600 Bilberry Drive,No,No,No,Yes,None,No,No,TBD,Sand,Yes,Track from school nearby
45.4663702,-75.5235869,1128,195,31243,Laurier Carrière Park,6601 Carrière Street,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.1560721,-75.6535689,1498,1294,32326,Whittle-Winter Park,6621 Dorack Drive,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.243968,-75.5669857,1624,2471,35789,Calwood Park,6641 Calwood Avenue,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2476765,-75.7241275,1449,2255,36225,Kilbirnie Park,665 Kilbirnie Drive,TBD,TBD,TBD,TBD,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.4394063,-75.6426608,199,807,31922,Forbes Park,669 Paul Avenue,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.1694815,-75.6389013,100,152,31204,Echo Park,6698 Marina Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3110287,-75.9287695,711,439,32540,Insmill Park,67 Insmill Crescent,TBD,TBD,TBD,Yes,TBD,TBD,No,TBD,TBD,TBD,
45.4575105,-75.4694376,544,1678,32842,Portobello Park,670 Aquaview Drive,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.4398182,-75.4909238,1008,2614,53279,Georges Dassylva Park,670 Monardia Way,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.242166,-75.7414496,663,2596,52477,Black Raven Community Park,675 Dundonald Drive,No,Yes - Not Covered,No,Yes,Splash Pad,No,No,Accessible swing,Mulch,Yes,
45.2625845,-75.5844256,67,2378,35783,South Village Park,6799 South Village Drive,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.4099044,-75.7135948,1697,375,31481,Chaudière Park,68 Elm Street,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.4811268,-75.4895116,2,386,31516,Fallingbrook Park,681 Deancourt Crescent,No,Yes - Not Covered,No,Yes,Splash Pad,No,No,None,Sand,Yes,
45.315819,-75.8350827,80,988,32089,Westcliffe Park,681 Seyton Drive,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.2636843,-75.5843582,636,2470,35443,Pebble Trail Park,6860 Pebble Trail Way,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.405573,-75.7244145,1374,41,31061,Armstrong Park (Old Ottawa),69 Armstrong Street,TBD,TBD,TBD,TBD,TBD,TBD,Yes,TBD,TBD,TBD,
45.4020989,-75.6919086,367,638,31760,Glebe Community Centre and St James Tennis Courts,690 Lyon Street South,TBD,TBD,TBD,TBD,TBD,TBD,Yes,TBD,TBD,TBD,
45.3621861,-75.6806588,445,468,31599,Arnott Park,691 Hartman Crescent,No,Yes - Covered,No,Yes,Splash Pad,No,No,None,Sand,No,Baby swings in full shade
45.4806635,-75.523836,361,108,31149,Joe Jamieson Park,6940 Bilberry Drive,Yes - Seasonal,TBD,No,TBD,Splash Pad,No,No,TBD,Sand,No,"Volleyball court, basketball court, baseball field"
45.3487738,-75.9290586,117,19,31022,Allenby Park,7 Allenby Road,TBD,TBD,TBD,Yes,TBD,TBD,No,TBD,TBD,TBD,
45.352929,-75.736404,1177,168,32681,City View Park,7 Canter Boulevard,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.2785281,-75.7299071,28,1657,32490,Finchley Park,7 Finchley Drive,TBD,TBD,TBD,Yes,TBD,TBD,No,TBD,TBD,TBD,
45.2931861,-75.8916595,110,88,31112,Gowrie Park,7 Gowrie Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3483562,-75.7354539,255,790,31887,Palsen Park,7 Palsen Street,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.319466,-75.8206579,1067,1080,32204,Lynwood Park,7 Sycamore Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.266104,-75.9436619,925,1628,32515,Banyon Park,70 Abaca Way,TBD,TBD,TBD,TBD,TBD,TBD,No,TBD,TBD,TBD,
45.2950367,-75.8845739,992,776,31878,Beaton Park,70 Castlefrank Road,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.2869448,-75.7485899,1198,496,31623,Neill Nesbitt Park,70 Foxfield Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2918405,-75.7359561,950,731,31834,Mulligan Park,70 Mountshannon Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.343752,-76.0257514,17,2490,34980,Doug Rivington Park,701 Meadowridge Circle,No,Yes - Covered,No,Yes,None,No,TBD,TBD,TBD,No,
45.26183,-75.5662248,456,289,32636,Herb Johnston Park,7035 Cosgrove Avenue,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2522519,-75.5556262,973,1664,32497,Shadow Ridge Park,7064 Donwel Drive,TBD,TBD,TBD,Yes,TBD,TBD,No,TBD,TBD,TBD,
45.4503867,-75.6316289,1033,2599,49237,Eugène Martineau Park,710 Mikinak Road,TBD,TBD,TBD,TBD,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.3204177,-75.5987972,333,1666,32810,Butterfly Park,711 Long Point Circle,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.3692621,-75.6123287,16,337,56501,Dossetter Park,72 Dossetter Way,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3352937,-75.7445568,1160,1191,32310,Medhurst Park,72 Medhurst Drive,TBD,Yes - Not Covered,Yes,Yes,None,No,No,None,Sand,No,They are supposed to be installing a splash pad by next summer so some of the info will change. There is parking but not right at the park (2025-06-25)
45.4496348,-75.4720082,1195,2278,35259,Vista Park,720 Vistapark Drive,TBD,TBD,TBD,TBD,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.3217116,-75.6035125,1405,2428,34619,Turtle Park,720 White Alder Avenue,No,Yes - Not Covered,No,Yes,Splash Pad,No,No,None,Sand,No,
45.442027,-75.6259141,479,73,54473,Bathgate Park,724 Bathgate Drive,No,No,No,No,None,No,Yes,None,Sand,No,Play structure with slide. No swings at all. One bench
45.4993956,-75.5014522,72,1607,32436,Petrie Island Park,727 Tweddle Road,TBD,TBD,TBD,TBD,TBD,TBD,No,TBD,TBD,TBD,
45.2660653,-75.5511726,923,2488,35827,Greely Village Park,7292 Parkway Road,Yes - Seasonal,Yes - Covered,No,,None,No,No,TBD,Mulch,Yes,"Soccer field, tennis court, basketball court, skate park and a pond with a walking trail"
45.3295254,-75.9138523,1575,1172,32280,Weslock Park,73 Weslock Way,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.2368179,-75.7300338,,,,Cappamore Park,730 Cappamore Dr,No,TBD,TBD,Yes,None,No,No,Accessible swing,Mulch,Yes,Also has gym structures for adults
45.2824755,-75.9230832,610,2554,35721,Albert Argue Black Park,735 Rosehill Avenue,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.316001,-75.889824,814,546,31675,Watt's Creek Park,74 Katimavik Road,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.4592229,-75.598197,1676,357,31456,Eastvale Park,740 Eastvale Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2932465,-75.8629679,425,1524,32392,J.J. Clarke Park,75 Bridlewood Drive,No,Yes - Not Covered,No,Yes,None,No,No,TBD,TBD,Yes,
45.2699435,-75.7690028,141,397,31530,Weybridge Park,75 Flanders Street,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.404736,-75.6992121,368,432,31558,Glebe Memorial Park,75 Glendale Avenue,No,No,No,Yes,Splash Pad,No,TBD,TBD,Sand,TBD,"Decent sized field used for soccer. A community garden (off-limits). The park is partially enclosed by the fences of neighboring properties, but it has no gate and is open to a quiet local street."
45.203449,-75.8313291,706,2630,52543,Harold Brown Park,750 Kirkham Crescent,TBD,TBD,TBD,Yes,TBD,TBD,No,TBD,TBD,TBD,
45.3755029,-76.3166392,1156,2283,35287,Recreational Trail,751 West Hunt Club Road,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.3589279,-75.7222833,1239,518,31643,Inverness Park,76 Inverness Avenue,No,No,No,Yes,Splash Pad,No,No,TBD,Multiple,Yes,"Baseball diamond, large field, skating rink in winter, basketball court"
45.2823436,-75.7621268,821,582,57745,Larkin Park,76 Larkin Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4463022,-75.4739871,789,2286,36221,Parkland (760 Lakeridge Drive),760 Lakeridge Drive,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.486804,-75.5159183,256,1322,32337,Robert Park,760 Vinette Crescent,No,Yes - Not Covered,No,No,None,No,Yes,None,Sand,No,
45.028127,-75.746744,850,985,35461,Rideau Country Estates South Park,7630 Settler's Way,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.0736745,-75.6431969,559,1314,32332,Reeve Craig Park,7747 Greenline Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.1599463,-75.4623381,1595,914,32014,Vernon Park,7814 Lawrence Street,TBD,TBD,TBD,Yes,TBD,TBD,Yes,TBD,TBD,TBD,
45.4842845,-75.5294777,1537,317,31382,Décarie Park,7883 Décarie Drive,No,TBD,No,TBD,None,No,No,TBD,Sand,No,
45.3034183,-75.9024869,906,686,31787,Hayward Park,79 McCurdy Drive,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.4841165,-75.524918,603,318,31385,Troyes Park,7946 Décarie Drive,No,No,No,Yes,None,No,No,None,Sand,No,
45.462861,-75.4695418,106,1676,32606,Scala Park,797 Scala Avenue,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2659922,-75.7264672,299,2397,54373,Barcham Park,80 Bren-Maur Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.1917642,-75.8343065,1016,672,31773,Martin Street Park,80 Martin Street,TBD,TBD,TBD,TBD,TBD,TBD,Yes,TBD,TBD,TBD,
45.3999002,-75.7084743,259,751,31852,McCann Park,80 Norman Street,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.2826065,-75.7292393,436,870,31975,Stinson Park,80 Queensbury Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2830315,-75.8420624,1711,1633,32619,Sawyer's Meadow Park,80 Sawyer Way,No,Yes - Covered,No,Yes,None,No,No,None,Sand,Yes,Great structure for toddlers
45.2877687,-75.9255479,1028,2429,36243,Campobello Park,800 Campobello Drive,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.3705195,-75.6861118,1172,1029,32147,Paget Park,801 Springland Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3406983,-75.7252095,1199,2523,49157,Nepean Pond Park,81 Colonnade Road North,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.2684074,-75.9122816,1626,1500,32378,Paul Lindsay Park,81 Trailway Circle,TBD,TBD,TBD,Yes,TBD,TBD,Yes,TBD,TBD,TBD,
45.2625781,-75.7555544,653,2620,53705,Clarity Park,825 Clarity Avenue,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.3210738,-75.7087416,321,27,31037,Country Place Park,83 Amberwood Crescent,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3497025,-76.0338708,804,2366,34631,Langstaff Park,83 Frances Colbert Avenue,TBD,Yes - Not Covered,TBD,Yes,Splash Pad,No,Yes,TBD,TBD,No,
45.355704,-75.7985201,507,458,31588,Judge Park,837 Grenon Avenue,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4799158,-75.4818457,705,1162,32268,Watters Park,841 Clearcrest Crescent,No,No,No,No,None,No,Yes,None,Sand,No,
45.2777342,-75.8512426,563,446,31574,Grassy Plains Park,85 Grassy Plains Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.247832,-75.9052965,935,1626,32802,Trustee M. Curry Park,85 Hartsmere Drive,TBD,TBD,TBD,TBD,TBD,TBD,No,TBD,TBD,TBD,
45.4853835,-75.5122454,1170,591,32830,Marsha Park,855 A Lawnsberry Drive,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.4854618,-75.5114832,,,,Marsha Park,855 A Lawnsberry Drive,No,No,No,No,None,No,No,None,Sand,Yes,"Beside a school, so parking is for school. Soccer field, tennis court and hockey rink."
45.4639525,-75.4607179,76,1677,32599,Rancourt Park,858 Scala Avenue,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.435282,-75.6357434,414,1531,31361,Helen Redpath Thomson Park,861 Cummings Avenue,No,Yes - Not Covered,No,No,None,No,Yes,None,Mulch,No,Big spider web super fun for older kids.
45.3631566,-75.6722044,532,1058,32178,Stanstead Park,861 Stanstead Road,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.3836037,-75.3374726,810,960,32054,Leslie Armstrong Park and Bearbrook Community Hall,8720 Russell Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3192147,-75.9071662,857,995,32099,Sue Nickerson Park,88 Knudson Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3047092,-75.8913436,1098,1579,32418,Hazeldean Woods Park (Tamblin Park),89 Kakulu Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.1577674,-76.0290746,446,402,31538,Ashton Park and Cavanagh Community Centre,8930 Flewellyn Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2429417,-75.6919802,784,926,32035,Walter Upton-Collins Park,894 River Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2857762,-75.7549918,581,452,31580,Greenbank Park,895 Greenbank Road,TBD,TBD,TBD,Yes,Splash Pad,TBD,Yes,TBD,TBD,TBD,
45.3057053,-75.7059061,124,131,31171,Boyce Park,9 Boycrest Street,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.3375641,-75.77892,554,795,31897,Briargreen Park,9 Parkfield Crescent,No,No,No,Yes,None,No,No,None,Mulch,No,Shared city space - shared with school during school hours
45.4327785,-75.5690661,350,81,31109,Agnes Purdy Park,9 Southpark Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3315854,-75.7935021,1388,62,31079,George Brancato Park,90 Banner Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.344622,-75.8044519,1701,871,31844,Mohawk Park,90 Queensline Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4330928,-75.6371909,684,1117,32230,Trojan Park,901 Trojan Avenue,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.3727458,-75.7536523,523,323,49293,Evergreen Park,906 Denison Crescent,No,No,No,Yes,None,No,No,TBD,TBD,No,
45.2710489,-75.8792016,797,2642,53249,Rubicon Park,915 Rubicon Place,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.333432,-75.7948947,421,427,31550,Valleystream East Park,92 Gladecrest Court,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.3270052,-75.5919039,962,2500,52749,Littlerock Park,920 Littlerock St,No,Yes - Covered,No,Yes,Splash Pad,No,No,None,Mulch,No,
45.3503365,-75.7999659,468,17,31021,Barwell Park,921 Alenmede Crescent,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.2619953,-75.7691903,988,1070,32195,Clarke Fields Park,93 Houlahan Street,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.4072573,-75.714392,1580,840,32712,Plouffe Park,930 Somerset Street West,Yes - Permanent,Yes - Not Covered,No,No,Splash Pad,Yes - Seasonal,Yes,None,Sand,Yes,Adjacent to community centre with indoor pool and washrooms.
45.4868815,-75.5079738,481,1324,32344,Big Bird Park,936 Lawnsberry Drive,No,Yes - Not Covered,No,Yes,Splash Pad,No,No,TBD,Sand,No,Dog park nearby
45.3000089,-75.8546868,1605,1302,32328,Mattawa Park,94 Steeple Chase Drive,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3567357,-75.7885149,562,22,31026,Frank Ryan Park,950 Alpine Avenue,Yes - Seasonal,Yes - Covered,No,Yes,Wading Pool,No,No,None,Sand,Yes,"Basketball courts, large fields, baseball fields"
45.3958235,-75.6253881,130,832,31949,Weston Park,955 Pleasant Park Road,TBD,Yes - Covered,No,Yes,Wading Pool,No,No,Accessible swing,Mulch,No,
45.482928,-75.5336907,1564,106,31143,Luc Major Park,956 Bilberry Drive,No,No,No,Yes,None,No,No,TBD,Sand,Yes,There is parking but not very much!
45.2829262,-75.8493392,494,1671,32796,Scisson's Park,96 Bridle Park Drive,TBD,TBD,TBD,Yes,TBD,TBD,Yes,TBD,TBD,TBD,
45.3739241,-75.6132185,646,544,31671,Karsh Park,96 Topley Crescent,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.2774941,-75.687191,1231,363,31461,Rideauview Park,960 Eiffel Avenue,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.2774941,-75.687191,1708,363,31463,Rideauview Park,960 Eiffel Avenue,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3802755,-75.731595,31,1003,32122,Alexander Park,960 Silver Street,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3959186,-75.6973981,95,144,31195,Senator Eugene Forsey Park,964 Bronson Avenue,No,Yes - Not Covered,No,TBD,None,TBD,Yes,TBD,Sand,TBD,Basketball court. No real shade. Quiet park.
45.360973,-75.7765769,1340,797,31901,Whitehaven / George C. Brown Park,970 Parkhaven Avenue,Yes - Seasonal,Yes - Not Covered,No,Yes,Splash Pad,No,TBD,TBD,Sand,No,
45.273981,-75.8542045,934,694,31799,Meadowbreeze Park,98 Meadowbreeze Drive,No,Yes - Covered,No,Yes,None,No,No,None,Mulch,Yes,Outdoor ice rink
45.4342639,-75.5637181,472,514,31640,Bearbrook Park and Pool,99 Bearbrook Road,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.284439,-75.7052282,790,2347,36255,Furness Park,99 Furness Way,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
45.3149916,-75.8400638,1441,847,31960,Priam Way Park,99 Priam Way,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.2718291,-75.7803811,922,2487,35415,Hibiscus Park,990 Cobble Hill Drive,TBD,TBD,TBD,Yes,Splash Pad,TBD,TBD,TBD,TBD,TBD,
45.4716184,-75.4633913,1181,1511,32388,Valin Park and South Fallingbrook Community Centre,998 Valin Street,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
45.3772781,-75.6739849,458,479,31613,Heron Park,999 Heron Road,TBD,TBD,TBD,Yes,TBD,TBD,TBD,TBD,TBD,TBD,
